Admit,Deposit,Enroll,F,Ethnicity,Region Description,Age,ACT Category Description,College,Major,Convert_GPA_Fix,FIN_AID_INTEREST
FALSE,FALSE,FALSE,M,Hispanic,Out of State,17,24-27,Theatre,Acting,3.57,Y
TRUE,FALSE,FALSE,M,White,Suburban Southwest,18,28-32,Commerce,UGRD Undeclared Business,3.344,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,24-27,Music,Music Performance,4.007,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Psychology,4.011,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,20-23,Commerce,Finance,3.57,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,28-32,Science and Health,Biological Sciences,3.628,Y
TRUE,TRUE,TRUE,M,Hispanic,Chicago North,18,24-27,Liberal Arts & Social Sciences,English,3.1,Y
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Communication,Public Relations/Advertisin,,N
FALSE,FALSE,FALSE,M,Black,Out of State,17,20-23,Science and Health,Psychology,2.972,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Health Sciences,4.223,N
TRUE,FALSE,FALSE,M,White,Suburban North,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.327,N
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,18,24-27,Commerce,Accountancy,3.299,Y
FALSE,FALSE,FALSE,M,White,Suburban North,28,Unknown,Communication,Public Relations/Advertisin,2.72,N
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Commerce,UGRD Undeclared Business,3.46,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Communication,Communication and Media,4.85,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,Unknown,Communication,Communication Studies,2.87,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.24,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,BA-Chinese Studies,2.779,Y
TRUE,FALSE,FALSE,M,Hispanic,International,18,Unknown,Communication,Journalism,4.05,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Liberal Arts & Social Sciences,Latin American & Latino Std,3.78,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Communication,Public Relations/Advertisin,,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,16-19,Science and Health,Health Sciences,3.295,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,English,3.48,Y
TRUE,FALSE,FALSE,M,Black,Suburban South,17,20-23,Commerce,Business Administration,4.6,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Theatre,Acting,3.605,N
TRUE,TRUE,TRUE,M,Hispanic,Suburban Southwest,18,28-32,Computer Science,Computer Science,4.337,Y
FALSE,FALSE,FALSE,M,Multiracial,Out of State,18,28-32,Theatre,Stage Management,3.878,Y
TRUE,FALSE,FALSE,M,International,Out of State,18,Unknown,Commerce,Business Administration,3.429,N
TRUE,FALSE,FALSE,M,International,International,17,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.8,N
TRUE,TRUE,TRUE,M,White,Suburban West,18,28-32,Communication,UGRD Undeclared Communication,3.459,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Liberal Arts & Social Sciences,Sociology,3.142,Y
FALSE,FALSE,FALSE,M,Hispanic,Suburban West,18,20-23,Science and Health,UGRD Undeclared CSH,,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,16-19,Science and Health,UGRD Undeclared CSH,3.512,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,28-32,Music,Music,3.88,Y
TRUE,FALSE,FALSE,M,Not Applicable,Chicago South,18,20-23,Education,Pre-Early Childhood Education,3.305,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Central,19,28-32,Commerce,Business Administration,3.738,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,18,16-19,Science and Health,Biological Sciences,3.357,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Education,Pre-Early Childhood Education,4.364,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,24-27,Commerce,Finance,2.913,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Far South,18,16-19,Commerce,UGRD Undeclared Business,3.377,N
TRUE,FALSE,FALSE,M,Multiracial,Suburban Northwest,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.85,Y
TRUE,TRUE,TRUE,M,International,Chicago North,18,Unknown,Liberal Arts & Social Sciences,Economics,2.9,N
FALSE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,20-23,Commerce,UGRD Undeclared Business,2.122,Y
TRUE,FALSE,FALSE,M,White,Suburban Southwest,18,24-27,Communication,Journalism,2.89,N
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,Sociology,3.874,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Science and Health,Psychology,3.06,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.39,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,18,16-19,Commerce,UGRD Undeclared Business,3.38,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago Far South,18,24-27,Science and Health,UGRD Undeclared CSH,3.65,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,Unknown,Science and Health,UGRD Undeclared CSH,3.7,Y
FALSE,FALSE,FALSE,M,International,International,21,Unknown,Computer Science,Computer Science,,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Liberal Arts & Social Sciences,Peace Justice Conflict St,,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,24-27,Education,UGRD Undeclared Education,,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,18,0-15,Science and Health,Psychology,2.25,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,19,Unknown,Commerce,Economics,,Y
TRUE,TRUE,FALSE,M,White,Suburban North,19,24-27,Science and Health,Biological Sciences,4,Y
FALSE,FALSE,FALSE,M,White,Suburban South,18,24-27,Commerce,Economics,2.966,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,Unknown,Science and Health,Psychology,2.25,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban North,18,24-27,Education,Pre-Secondary Education Englis,3.65,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,20-23,Liberal Arts & Social Sciences,French,3.19,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,Psychology,3.105,Y
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,Unknown,Science and Health,Health Sciences,3.72,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,28-32,Liberal Arts & Social Sciences,Economics,3.786,N
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Theatre,Acting,3.66,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,18,24-27,Commerce,Management,3.117,Y
TRUE,FALSE,FALSE,M,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.547,Y
TRUE,TRUE,TRUE,M,Multiracial,Out of State,18,20-23,Liberal Arts & Social Sciences,Political Science,2.945,N
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,24-27,Science and Health,UGRD Undeclared CSH,3.4,Y
FALSE,FALSE,FALSE,M,Black,Suburban South,18,Unknown,Commerce,UGRD Undeclared Business,3.47,Y
FALSE,FALSE,FALSE,M,Black,Suburban South,18,24-27,Music,Sound Recording Techn,,Y
TRUE,FALSE,FALSE,M,White,Chicago Far North,21,24-27,Communication,UGRD Undeclared Communication,3.571,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,18,16-19,Science and Health,UGRD Undeclared CSH,3.357,Y
FALSE,FALSE,FALSE,M,Not Applicable,Suburban West,18,24-27,Theatre,Acting,2.82,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Communication,Journalism,,N
FALSE,FALSE,FALSE,M,White,International,18,Unknown,Commerce,Finance,2.777,N
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Far South,18,20-23,Communication,Communication and Media,3.575,N
FALSE,FALSE,FALSE,M,White,Out of State,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.96,Y
FALSE,FALSE,FALSE,M,Black,Out of State,17,20-23,Science and Health,Biological Sciences,,N
FALSE,FALSE,FALSE,M,Hispanic,Suburban South,21,20-23,Computer Science,BFA in Graphic Design,2.152,Y
TRUE,FALSE,FALSE,M,International,Suburban North,18,24-27,Liberal Arts & Social Sciences,Political Science,3.555,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,24-27,Theatre,Acting,,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,20-23,Commerce,Management,3.023,Y
FALSE,FALSE,FALSE,M,Multiracial,Out of State,19,24-27,Theatre,Acting,3.745,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,Unknown,Education,UGRD Undeclared Education,,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,Unknown,Education,Pre-Early Childhood Education,,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,Math/Computer Studies,,Y
TRUE,TRUE,TRUE,M,White,Suburban South,19,28-32,Commerce,Accountancy,0,Y
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,19,Unknown,Science and Health,UGRD Undeclared CSH,3.935,N
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago Far North,18,24-27,Music,Music Performance,4.298,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.647,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Northwest,18,20-23,Communication,Communication and Media,2.79,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,16-19,Science and Health,Psychology,2.636,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.936,Y
FALSE,FALSE,FALSE,M,White,Other Illinois,18,28-32,Music,Music Performance,3.979,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Chicago South,17,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.28,Y
TRUE,FALSE,FALSE,M,White,Chicago Far North,18,24-27,Computer Science,Computer Science,2.888,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far North,18,Unknown,Commerce,Business Administration,,Y
FALSE,FALSE,FALSE,M,International,Out of State,18,Unknown,Liberal Arts & Social Sciences,Political Science,,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.976,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.345,Y
FALSE,FALSE,FALSE,M,White,Out of State,17,Unknown,Theatre,Acting,,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Music,Music Performance,3.629,Y
TRUE,FALSE,FALSE,M,International,Chicago North,19,20-23,Communication,Public Relations/Advertisin,2.493,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban South,18,16-19,Science and Health,Psychology,3.419,N
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,24-27,Commerce,Marketing,3.119,N
TRUE,TRUE,TRUE,M,International,Chicago North,19,Unknown,Commerce,Business Administration,2.98,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Music,Music Performance,,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.75,Y
FALSE,FALSE,FALSE,M,Black,Suburban Southwest,18,16-19,Science and Health,Health Sciences,2.988,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago North,19,16-19,Science and Health,Health Sciences,2.763,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,Unknown,Theatre,Acting,3.976,Y
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,19,Unknown,Science and Health,Psychology,,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,16-19,Science and Health,Health Sciences,3.83,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Southwest,18,24-27,Science and Health,Biological Sciences,3.77,Y
TRUE,FALSE,FALSE,M,White,Suburban South,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.472,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Psychology,,N
FALSE,FALSE,FALSE,M,Asian/Pacific Islander,Unknown,18,Unknown,Theatre,Sound Design,,N
FALSE,FALSE,FALSE,M,White,Suburban North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,N
TRUE,FALSE,FALSE,M,International,Suburban Southwest,18,20-23,Science and Health,Psychology,4.633,Y
TRUE,TRUE,FALSE,M,Not Applicable,Chicago North,18,28-32,Communication,Communication and Media,3.94,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.793,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,Chemistry,3.24,Y
TRUE,TRUE,TRUE,M,Hispanic,Chicago South,18,20-23,Computer Science,Computer Science,3.603,Y
FALSE,FALSE,FALSE,M,Not Applicable,Unknown,21,Unknown,Commerce,Management Information Systems,,N
FALSE,FALSE,FALSE,M,Not Applicable,Chicago South,18,Unknown,Science and Health,Biological Sciences,,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban Southwest,17,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.41,N
TRUE,FALSE,FALSE,M,White,Out of State,19,24-27,Liberal Arts & Social Sciences,Economics,3.29,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,UGRD Undeclared CSH,2.896,Y
FALSE,FALSE,FALSE,M,Hispanic,Other Illinois,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,24-27,Science and Health,UGRD Undeclared CSH,4.093,N
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,Sociology,3.19,Y
FALSE,FALSE,FALSE,M,Black,Chicago Central,19,16-19,Commerce,Business Administration,2.611,Y
TRUE,TRUE,TRUE,M,White,Out of State,18,Unknown,Music,Music Performance,3.98,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,International Studies,3.41,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban Northwest,17,Unknown,Liberal Arts & Social Sciences,Art & Art History,3,Y
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Education,Pre-Secondary Education Englis,,Y
TRUE,FALSE,FALSE,M,Asian/Pacific Islander,Suburban North,19,20-23,Liberal Arts & Social Sciences,Art & Art History,3.47,Y
FALSE,FALSE,FALSE,M,Black,Chicago Far South,19,0-15,Computer Science,Computer Science,2.197,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Science and Health,Environmental Science,,N
FALSE,FALSE,FALSE,M,International,Out of State,18,Unknown,Education,Elementary Education,,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Science and Health,Chemistry,4.59,Y
FALSE,FALSE,FALSE,M,White,Suburban West,18,24-27,Theatre,Acting,4.151,N
TRUE,TRUE,TRUE,M,Hispanic,Out of State,18,Unknown,Commerce,Business Administration,3.47,N
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Out of State,17,24-27,Computer Science,Digital Cinema,3.4,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,Unknown,Computer Science,UGRD Undeclared CDM,3,Y
FALSE,FALSE,FALSE,M,International,Chicago South,18,20-23,Computer Science,Computer Game Development,2.54,N
TRUE,FALSE,FALSE,M,Hispanic,Chicago North,18,24-27,Science and Health,Biological Sciences,4.081,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,28-32,Theatre,Acting,3.493,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,16-19,Science and Health,Psychology,3.69,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Computer Science,Comp Graphics & Motion Tech,0,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,19,Unknown,Music,Music Performance,3.167,Y
TRUE,TRUE,TRUE,M,Hispanic,Out of State,18,20-23,Commerce,Accountancy,3.232,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,16-19,Science and Health,Health Sciences,3.634,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Central,18,Unknown,Science and Health,UGRD Undeclared CSH,,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Commerce,Real Estate,2.88,N
TRUE,FALSE,FALSE,M,White,Out of State,18,24-27,Communication,Communication and Media,3.922,Y
TRUE,FALSE,FALSE,M,Not Applicable,Out of State,18,28-32,Commerce,Accountancy,2.8,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Far North,18,24-27,Liberal Arts & Social Sciences,Philosophy,2.644,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,20-23,Commerce,UGRD Undeclared Business,3.268,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,20-23,Commerce,Business Administration,3.472,Y
FALSE,FALSE,FALSE,M,White,International,18,Unknown,Commerce,UGRD Undeclared Business,,N
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Commerce,Management,3.102,Y
FALSE,FALSE,FALSE,M,White,Out of State,19,Unknown,Music,Music Education,0,N
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Commerce,Marketing,3.523,Y
FALSE,FALSE,FALSE,M,International,International,19,Unknown,Commerce,Business Administration,2.486,N
TRUE,FALSE,FALSE,M,International,International,17,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.66,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Communication,Media and Cinema Studies,4.111,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.428,N
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,Unknown,Commerce,Finance,3.97,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Music,Music Performance,2.613,Y
TRUE,FALSE,FALSE,M,International,Chicago South,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.326,Y
TRUE,FALSE,FALSE,M,Black,Out of State,18,24-27,Education,Elementary Education,3.52,Y
TRUE,FALSE,FALSE,M,White,Chicago Far North,18,24-27,Science and Health,Biological Sciences,4.414,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Theatre,Stage Management,,Y
TRUE,FALSE,FALSE,M,White,Out of State,18,Unknown,Science and Health,Psychology,2.7,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban West,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.902,Y
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Music,Music Performance,4.287,Y
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,18,Unknown,Theatre,Costume Design,2.723,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,16-19,Science and Health,Environmental Science,3.496,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.94,Y
TRUE,FALSE,FALSE,M,White,Suburban North,19,Unknown,Liberal Arts & Social Sciences,International Studies,2.9,N
TRUE,TRUE,TRUE,M,Asian/Pacific Islander,Suburban North,18,24-27,Commerce,UGRD Undeclared Business,2.78,Y
FALSE,FALSE,FALSE,M,International,International,20,Unknown,Science and Health,Math/Computer Studies,,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Science and Health,Biological Sciences,2.89,Y
TRUE,FALSE,FALSE,M,International,International,18,Unknown,Commerce,Business Administration,3.26,N
FALSE,FALSE,FALSE,M,Hispanic,Chicago Far North,17,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,Y
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Commerce,Marketing,3.431,N
TRUE,FALSE,FALSE,M,International,Chicago South,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.128,N
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,20-23,Science and Health,Chemistry,3.571,Y
FALSE,FALSE,FALSE,M,White,Suburban Southwest,18,24-27,Computer Science,Computer Game Development,3.096,Y
TRUE,FALSE,FALSE,M,International,Suburban Southwest,18,20-23,Commerce,Management,3.83,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,,Y
TRUE,FALSE,FALSE,M,White,Out of State,17,24-27,Commerce,Marketing,3.501,Y
FALSE,FALSE,FALSE,M,International,International,18,Unknown,Commerce,Accountancy,3.638,N
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,Unknown,Computer Science,Math/Computer Studies,3.39,Y
FALSE,FALSE,FALSE,M,Hispanic,Out of State,18,0-15,Commerce,Business Administration,3.1,Y
FALSE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,Y
TRUE,FALSE,FALSE,M,International,Out of State,18,Unknown,Communication,Communication and Media,2.984,N
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.612,Y
TRUE,FALSE,FALSE,M,Multiracial,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.262,N
TRUE,FALSE,FALSE,M,Not Applicable,Suburban North,19,20-23,Commerce,Business Administration,3.132,N
FALSE,FALSE,FALSE,M,Not Applicable,Chicago North,18,20-23,Liberal Arts & Social Sciences,Sociology,2.977,N
TRUE,FALSE,FALSE,M,Black,Out of State,18,Unknown,Science and Health,Environmental Science,2.176,N
FALSE,FALSE,FALSE,M,White,Chicago Central,18,Unknown,Commerce,Business Administration,,N
FALSE,FALSE,FALSE,M,Not Applicable,Suburban West,18,Unknown,Communication,Journalism,,N
FALSE,FALSE,FALSE,M,White,Out of State,18,Unknown,Theatre,Acting,3.47,N
FALSE,FALSE,FALSE,M,Native Hawaiian/Oth Pac Island,International,18,Unknown,Science and Health,Health Sciences,3.513,Y
TRUE,FALSE,FALSE,M,White,Out of State,17,Unknown,Science and Health,Biological Sciences,2.62,N
FALSE,FALSE,FALSE,M,Not Applicable,Out of State,17,Unknown,Theatre,Acting,3.05,Y
FALSE,FALSE,FALSE,M,Not Applicable,Chicago Central,18,Unknown,Science and Health,Biological Sciences,,N
TRUE,FALSE,FALSE,M,Black,Chicago South,17,24-27,Science and Health,Chemistry,3.244,Y
TRUE,FALSE,FALSE,M,Hispanic,Chicago South,18,20-23,Education,Pre-Physical Education,3.925,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,28-32,Commerce,UGRD Undeclared Business,3.9,Y
TRUE,FALSE,FALSE,M,Hispanic,Suburban North,18,20-23,Liberal Arts & Social Sciences,History,3.54,Y
TRUE,FALSE,FALSE,M,White,Suburban Northwest,18,24-27,Education,Elementary Education,3.981,N
TRUE,FALSE,FALSE,M,Hispanic,Out of State,18,20-23,Liberal Arts & Social Sciences,Economics,3.54,Y
